ratings,review_titles,reviews
5.0,"""This washer has great features""","This washing machine has any feature you could possibly want. You tell it how soiled the clothes are (5-levels)and water temp and you can add in if you want sanitized or allergen. I like that I tells you how long your wash will take depending on the choices made, for example if you choose an extra spin it may add 10 min. A lot of the features I can't comment on because have not used and do not know what they are for/do."
4.0,"""This washer has a lot of room""","This is a large capacity washer. It has many features and options. I'm not sure I'll use all of them. It even has a ""My Choice"" feature."
5.0,"""Awesome machine""",This product is great. We are loving our new washer and dryer.
5.0,"""This washer has great features""","This washing machine has any feature you could possibly want. You tell it how soiled the clothes are (5-levels)and water temp and you can add in if you want sanitized or allergen. I like that I tells you how long your wash will take depending on the choices made, for example if you choose an extra spin it may add 10 min. A lot of the features I can't comment on because have not used and do not know what they are for/do."
5.0,"""First new set I have ever owned.""","Absolutely great! They were very reasonably priced. And are better than I had hoped. Looking forward to doing my laundry now. 2 thumbs up from me, and have already recomended they to family friends and neighbors that seen them being delivered."
5.0,"""Works great and quiet""",Have been using it all week and I like it a lot it is very quiet.
5.0,"""This product has really great features""",I love this washer and all of the various settings that it offers. I'm a happy customer so far!
5.0,"""Love the washer""","Replaced the old washer my house came with, and i couldn't be happier. Gets clothes clean, works great with Pods. The add detergent drawer is hard to pour bleach into without mixing it with the fabric softener though, that is the one down side and there was really no reason for it to be so tight in there."
4.0,"""This washer has a lot of room""","This is a large capacity washer. It has many features and options. I'm not sure I'll use all of them. It even has a ""My Choice"" feature."
5.0,"""Wash machine""","Just got it installed on the 13th, so far I like it , it's very quite and I like the features it has."
5.0,"""Samsung washer""",Love my new washer runs quiet uses very little water clean clothes extremely well love the new colors holds a lot of clothes I would highly recommend this washers valuable asset to any family
5.0,"""Best investment ever!!!""","I purchased this set initially because it was all that was in stock at my local store and I wanted Samsung, our last set lasted our family of 6 for 7 years.   This set is absolutely amazing.  The steam wash cycle gets baseball dirt out of my sons uniform!!  The little door is very useful.  I always find stray socks or washcloths that need to be added to the cycle.  The self cleaning mode is awesome!  I am glad I do not have to remember to do this as the machine flashes the cleaning symbol at the end of the 40th cycle.  The only down side is that it does take almost 4 hours for the washer to complete the self cleaning."
5.0,"""My New Gadget!""",Nothing Else to say but its beautiful piece of equipment to have at home. both quality and design.we just got it and love it..!
4.0,"""I got a new washer""",And it does everything i need it to quickly and quietly
5.0,"""This product is very quiet""",I had to replace my 11 year old front load washer as the drum spider was falling it was not cost effective to repair. This washer is very quiet and doesn't vibrate at the final high speed spin cycle.
5.0,"""add wash door""","add wash door played a big part in my purchase of this appliance ,besides the extra features and capabilities that other washing machines don't have, The operating display panel is right up front and easy to read,,This washer is quiet while washing clothes"
5.0,"""EXCELLENT PRODUCT""",I love the design and color. has many features and it is not to noisy.
5.0,"""Nice product""",Very nice pleased so far looks great and very quiet
5.0,"""Great washer for good price.""",Price of this machine was a little high but the performance is amazing! I love Samsung products and love the neat features this washing machine includes. The add door is genius for a mom with kids and those extra socks that don't make it in at the beginning of the load! Love this machine! And the self cleaning feature is great also! it reminds of self cleaning in case you forget!
5.0,"""Pretty Amazing""","Very large capacity; common sense controls; very, very quiet. Cleans extremely well. We've owned this machine for exactly one day, and are very pleased."
5.0,"""Great Washer""","I purchased this machine a couple months ago to replace a smaller front loader that I didn't feel was getting my clothes as clean as it should. Sure enough, after a couple washes through this new Samsung front loader, my clothes are coming out brighter. One other change I made was reducing the amount of soap I was using per load, I only use now between 1 and 2 Tablespoons, depending on how dirty my clothes are. Now I get to save money, and get cleaner clothes!"
5.0,"""Love this washer""","Only had for three days now, but I love this washer. I will be leaving both main and add door open at all times when not in use. Only complaint is as much as this washer cost, and the fact that it is a high maintenance washer, they could throw in the adapter for cell phone use. Sold separately!"
5.0,"""Pretty Amazing""","Very large capacity; common sense controls; very, very quiet. Cleans extremely well. We've owned this machine for exactly one day, and are very pleased."
5.0,"""this product has great features""",I luv all the features this product has. You can do just about anything imaginable
5.0,"""Great Washer""",My husband did his homework on this washer! We loved all the features on it and it was a perfect fit for what we were looking for. I advise you all to do your reserch on the appliance you're looking into buying. Just because this washer worked for us it may not be what you're looking for.
5.0,"""This product has great features""","Great Washer with tons of features. I like the ""add wash "" feature alot"
5.0,"""What an improvement""",My former washer came with the home purchase and was 12 years old. What a difference in performance. I'm so pleased with my Samsung suite.
5.0,"""Great washer for good price.""",Price of this machine was a little high but the performance is amazing! I love Samsung products and love the neat features this washing machine includes. The add door is genius for a mom with kids and those extra socks that don't make it in at the beginning of the load! Love this machine! And the self cleaning feature is great also! it reminds of self cleaning in case you forget!
5.0,"""Nice product""",Very nice pleased so far looks great and very quiet
5.0,"""So quiet. Love the NO-NOISE level,""",Easy to use appliance. Nice look - very modern. Would buy another one.
5.0,"""The washer does a great job""",so far so good. Just did first load and it cleaned great and was very quite.
4.0,"""Add a Wash Samsung Washer Usage First Month""","Washer seems to do a fine job. We would wish that there was also a separate spin cycle without the rinse portion. In this way, we could add a wet item that would not need the time and energy associated with a rinse component to it. Also, for start up of spin cycle, there is a moderate vibration which is transient. Not sure what the cause of it is. The washer is verfied to be level and stable as it sits. All in all, a good machine and welcome upgrade replacement to our old washer."
4.0,"""Great Features! Good Price!""","This machine has many great features for the price of a front-load washer. I've only had it for less than a month, but I love it so far. The automatic dispensers and the add-item door are very convenient."
5.0,"""Great washer""","Quiet, easy to operate, energy efficient and great features"
5.0,"""Simple Tech""","I was looking for a good washer to replace my old top-loader that had served me well for the last 10 years.I was a bit apprehensive as I'm pretty low-tech and don't especially like change, but felt I had to write a review top let people know that it's actually pretty simple to tell it what your washing and walk away. It lets you know when it's done with a relaxed tune or, if you purchase the optional ""home link"" for the small door on the top, on your smartphone. (This has tuned-in my two teenage boys to doing laundry like nothing I've seen.)Great washer, awesome upgrade.I'd buy it again."
5.0,"""Front Load Washer""",Very beautiful and is extremely quiet when washing. I love love love my washer. I was able to wash my clothes in less time and used less water than my previous one.
5.0,"""Great Features""",This product has so much more room in the tub. I am able to get my laundry done faster and it seems to a better job. Laundry smell fresh washer is efficient. Highly recommend the Samsung 4.5
5.0,"""Love It""",I and my wife love it with the sleek design and features.
5.0,"""This washer is great!""","I've only had my washer for 2 weeks and I have been very impressed with it. It washes better than my last washer and seems to be gentler on my clothes. The only thing I could ask for improvement is that the sound level be adjustable. If I'm watching TV, I cannot hear the chime when the cycle is finished."
5.0,"""This product has great features""","Great Washer with tons of features. I like the ""add wash "" feature alot"
4.0,"""WASHER USER""",QUIET SOUND AND IMPECCABLE CLEANI LIKE THE STEM FUNCTION
4.0,"""SAMSUNG WF6500 WASHER""","Good selection of wash cycles. Pretty quiet. Faster cycle time than the Bosch we replaced. So far, we're happy with it."
5.0,"""This washer is great!""","I've only had my washer for 2 weeks and I have been very impressed with it. It washes better than my last washer and seems to be gentler on my clothes. The only thing I could ask for improvement is that the sound level be adjustable. If I'm watching TV, I cannot hear the chime when the cycle is finished."
5.0,"""Love It""",I and my wife love it with the sleek design and features.
5.0,"""HI-TECH""",we love the wifi feature. smart control indeed. awesome
5.0,"""Great Washer""","I purchased this machine a couple months ago to replace a smaller front loader that I didn't feel was getting my clothes as clean as it should. Sure enough, after a couple washes through this new Samsung front loader, my clothes are coming out brighter. One other change I made was reducing the amount of soap I was using per load, I only use now between 1 and 2 Tablespoons, depending on how dirty my clothes are. Now I get to save money, and get cleaner clothes!"
5.0,"""Love this washer""","Only had for three days now, but I love this washer. I will be leaving both main and add door open at all times when not in use. Only complaint is as much as this washer cost, and the fact that it is a high maintenance washer, they could throw in the adapter for cell phone use. Sold separately!"
5.0,"""Great Washer""","This washer is amazing. It is fast and very reliable, plus front loading washer are better than top loading. Very happy with my purchase."
5.0,"""Front Load Washer""",Very beautiful and is extremely quiet when washing. I love love love my washer. I was able to wash my clothes in less time and used less water than my previous one.
5.0,"""Love this washer!""","This is a very good washer, we had an old model and decided it was time to change it. We are happy we did it. The color is amazing, makes the laundry room looks classy XD. And the clothes get very clean. It is very quiet, it looks like is going to work for a hundred years. Amazing product for the price, totally worth it."
5.0,"""I love my new washer!""","I love my new front loader washer. The color, features and the way it operates is exceptional."
5.0,"""First Impression""","We just received our new Samsung washer & dryer today and are very pleased. My wife and I really like the clean design of the pair. The controls are simple to use, even though there are many cycle options to chose from. The units are very quiet during operation. The first couple of loads washed and dried great."
4.0,"""Great washer, lousy website""","One would expect an information technology company like Samsung to have decent websites. But alas, I had to spend more than 20 minutes trying to get out of their ""Product Registration"" website infinite do-loops just to register my washer. Memo to Samsung: your exploding-drum-washing-machine reputation is NOT served by your horrible website design and repeated ""login"" screens that don't get your customer to where they think they're going. [This review was collected as part of a promotion.]"
4.0,"""This machine is top of the line.""",Be sure to take off shipping bolts so this machine don't dance around the room. Quiet and efficient. Worth its money. Gets it done extremely well.
5.0,"""Efficient and effective washer""","The first time I used this washer I threw the worst of my laundry at it, but it passed with flying colors. Laundry that had a perpetual stench is now smelling clean. All the added features are great, too!"
2.0,"""This washer has flooded my laundry room TWICE in the first two months!""","The washer worked good until I used the hot water cycle. Two times I have used it (with small loads), it has flooded my laundry room. I had a technician out that said the drain pump was slow. This is on top of the brand new dryer I purchased to go along with the washer that is not working at all right now due to broken belt. STAY AWAY, both the washer and dryer broke within the first two months!"
2.0,"""Not as good as my older Samsung""","Loved my old Samsung WF419AAW, bought this one to replace it. This new one shakes more and is louder. Signal that wash is finished goes on too long. Cant see through blue door."
5.0,"""Quiet""",I love how quiet this is! We bought the washer and dryer. First brand new ones we've purchased and they're great!
5.0,"""Very stylish , multi wash cycles and speed are ideal for family use.""",I like the look of the washer and it's various cycles are helpful for better wash . [This review was collected as part of a promotion.]
5.0,"""new to Samsung brand""",I perfect installation. We hope for a long life with this Washer.
5.0,"""Love it""","Wonderful washing machine. Absolutely love the add wash option, so essential. Smooth run, doesn't get off track with larger loads."
5.0,"""I love my Washer""",I absolutely love my new washer! I can now wash my king size comforter and know it is clean! I love the size and the looks! I am so glad we went with Samsung
5.0,"""Great Product""",This washing machine has worked great for me so far! I have done 8 loads of laundry using various settings and everything has come out clean and looking fantastic!
5.0,"""I love my new washer!""","I love my new front loader washer. The color, features and the way it operates is exceptional."
5.0,"""Performance and Features Are Awesome""",Wash pillows spots removed never thought they could get so clean.. Had washed several times before...Major upgrade from my 10 year old agitator type.
5.0,"""Good buy all around""","I bought this and the companion dryer a month ago. Both are working great. I didn't need to read the manual at all -- that's a good sign that it is well designed to have the customer in mind. It's quiet, chime when the work is done. Unlike top loader, it is eqsier for me as I am only 5 feet tall."
4.0,"""great product""",this product has a excellent design. the washer is extremely quiet.
5.0,"""LOOKS GREAT AND FITS OUR SPACE JUST FINE..""","BOUGHT A WF45K6500 WASHING MACHINE AND A DV50K8600EV DRYER , ALL YOU HAVE TO DO IS READ THE SETTING SET IT ON WHAT YOU WANT DONE AND THESE MACHINES DO THE REST."
5.0,"""Great investment!""","After extensive research, I decided to purchase this Samsung washer, and it's one of my best decisions ever! My children are athletes, so we take this machine to task on an every other day basis - and it cleans the clothes very well, removing the sweat ""aroma"" and stains. The steam clean feature does excellent on linens, and all of our laundry is clean and fresh. I would definitely recommend this product to everyone looking for a reliable machine with great results at a decent price. The ""add wash"" door is also a neat and convenient addition for last minute forgotten items. My only regret is not purchasing the pedestal!"
5.0,"""Very stylish , multi wash cycles and speed are ideal for family use.""",I like the look of the washer and it's various cycles are helpful for better wash . [This review was collected as part of a promotion.]
5.0,"""Really a Great Washer""",Love the machine because of its many features and its cleans so well. The machine is quiet and easy to load and unload. I love the feature of being able to add clothes after you have started the wash.
5.0,"""super quite""","my wife is happy because now i am who is washing at home ,because i enjoy it"
5.0,"""So Far So Good""",We have had our new washer for about a week and so far so good. Lots of great features that allow you to wash your clothes as precisely as possible. Also found that I do appreciate the child locks!
5.0,"""Washing machine""","Cleans excellent,quit,looks outstanding,good machine!!!"
4.0,"""This machine is top of the line.""",Be sure to take off shipping bolts so this machine don't dance around the room. Quiet and efficient. Worth its money. Gets it done extremely well.
5.0,"""Efficient and effective washer""","The first time I used this washer I threw the worst of my laundry at it, but it passed with flying colors. Laundry that had a perpetual stench is now smelling clean. All the added features are great, too!"
2.0,"""This washer has flooded my laundry room TWICE in the first two months!""","The washer worked good until I used the hot water cycle. Two times I have used it (with small loads), it has flooded my laundry room. I had a technician out that said the drain pump was slow. This is on top of the brand new dryer I purchased to go along with the washer that is not working at all right now due to broken belt. STAY AWAY, both the washer and dryer broke within the first two months!"
2.0,"""Not as good as my older Samsung""","Loved my old Samsung WF419AAW, bought this one to replace it. This new one shakes more and is louder. Signal that wash is finished goes on too long. Cant see through blue door."
5.0,"""Has great features""",Only had for a few days great job on cleaning the cloths Easy to operate love it !!!!!!!!
