ratings,review_titles,reviews
1.0,"""Don't ever buy a Samsung washer or dryer""","Nightmare, I purchased this washer and dryer set July 2016, return one set had the same problem out of the second washer now it is on recall can't get any satisfaction from Samsung I was told they will replace the washer not the dryer, my problem is now you want me to have a set that's not matching I refuse ever to buy a Samsung Appliance again, I've been talking with them sense October 2016 it's now February 2017 still nothing has been done, now I feel I'm being forced to purchase this machine again just to have a matching set."
2.0,"""Sink is nice, but that's the only benefit""","The washer does not clean that well. Also, it does have many options, however, you are often unable to mix and match different settings (for example, you can't soak if you use the delicate cycle). I have had it for a year and a half and am replacing it with a different brand."
5.0,"""Awesome Washer""",I absolutely love this washer machine. My only complaint is that I almost have to lay down on it to get the items out of the bottom of the machine due to the largeness of it. I love that I don't have to wash as often--it saves a lot of time!
5.0,"""Great Product""","light weight, lots of options, very steady, less noise or vibrations,"
5.0,"""this product has great fetures, quiet operation""","Runs quiet and with less vibration, nice clean apearance"
5.0,"""Love my new washer!""","Super easy to use and so quiet I keep going to the laundry room to make sure it is still on. I love the Samsung brand. I have purchased televisions, tablets, cell phones and now a washer. Thank you Samsung!"
5.0,"""STUNNING!""","Not only is this a BEAUTIFUL looking machine, it works BEAUTIFULLY! I AM IMPRESSED."
4.0,"""Good product""","This washing machine is nice. It works great and I haven't had any issues with it yet except for the recall, which has been a little frustrating to say the least. I think once someone finally comes out to fix the recall and I an able to use the washing machine to its fullest capabilities it will be a very pleasing product."
5.0,"""This product is great""",This is the best washer. It is quiet and does the job!
5.0,"""Great so far""",After a week of ownership no problems have come up. Plenty of features and easy to set up.
4.0,"""Nice Qualities of Samsung Top Load Washer""","The Samsung top load washer has many good features including the following: an attractive design and display panel; nice color; quietness during operation; a wide range of options for different types of loads; a large tub that accommodates various load sizes; separate receptacles to add the detergent, liquid bleach, and fabric softener."
5.0,"""Love it""",I absolutely love this washer. I received this washer along with the dryer to match as a gift from my mother
4.0,"""Samsung Washer is Great!""","I love my new samsung 8600. It holds 3X's the amount of laundry compared to my old washer. It's innovative technology with its chic design is everything and more! I cant say enough about this washer. I highly recommend it for a buyer thats looking for the next ""big"" thing in washers. The samsung 8600 would be the way to go!"
5.0,"""Last washer I'll ever need""","I was a bit skeptical when purchasing a new top loading he washing machine, but Samsung made the switch easy. The washing machine performs excellent and is simple to use. The touch screen display makes its use even simpler. I love this washing machine and for the price I paid was well worth it."
5.0,"""Smart and Easy to Use""",I just got it today. I used Washer and was amazed at amount of clothing it can handle. I also like the Wash settings that make choosing cycle easy. I love that it senses load size to automatically fill water to correct level. Working great and happy I chose this for my new Washer.
5.0,"""Fabulous""",First time buyer and has always loved Samsung products.
5.0,"""Best Washer I've Owned""",I just purchased this washer and am very happy with it so far. The first day I ran several loads using the Super Speed function and it works as advertised. I'm looking forward to using the Active Wash function.
4.0,"""Form and Function""","This machine is sleek, modern and has everything including the bathroom sink. The redesigned pretreat basin is handy for those of us who do not have a laundry room with a sink. It clips out of the way when not in use and the water enters from the left rather than the rear. The tub itself is stainless steel and I like the self clean function especially after finishing a grimy load. The electronic board is intuitive, easy to use and the machne runs so quietly I had to double check to make sure it was running. There is something of a learning curve even after reading the manual. The manual and Samsung's online helpline are indispensable. It seems some loads could use more water. HE detergent is a must. My first two loads of towels and underwear came up a little stiff compared to my previous washer. But I am experimenting with different settings and will then program the ""my cycle"" function. An unexpected treat is the little chime it rings instead of a buzzer. There is also a phone app I downloaded that helps read error codes on the machine. I hope I won't be needing that. I would have given this washer five stars except that the bottom of the drum is difficult to reach and this model does not have a steam function or a setting for wool. The real test of this machine will be the test of time. My last one lasted 27 years. I start counting today. If I could I would come back in 6 months with an update."
5.0,"""Looks Great, Tons of Features, Great Price!""",So far this washer has been great. We love the black stainless color of the washer as well. There are numerous wash setting to chose from to always make sure you get the right setting for the right load. Operation is super quiet as well. You don't even realize it is on. One this I would caution people on is that the to scratches very easily as well as the control panel. Make sure you wipe things down with a lint free cloth and you shouldn't have too many issues.
5.0,"""Great product""","Very easy, smart y good looking product. We really love it."
5.0,"""One Month with normal use""","This washer performs as advertised. Fast and efficient. Quiet and clothes are clean.Vast improvement over 10 year old front load machine.Touch controls work well. Very deep drum, can offer difficulty to reach articles in bottom for some people. Great product. Hope it holds up and stands test of time."
5.0,"""Set & Forget!""","My husband and I love our new Samsung Washer. The black stainless finish is sleek and beautiful. The size of the drum is HUGE and I even need to get a small step stool just so I can reach the stuff in the bottom {I'm 5'4""}. I love all of the wash settings and the fact that I can throw my clothes in there and it auto-senses the load size means that I am not wasting a bunch of water. It's nice and quiet too! I especially love the little music tones Samsung designed letting you know the cycle is finished. This washer goes fabulously with their dryer and makes our lives much easier!!"
5.0,"""Need to measure""","Products were really to big for a small laundry area. They do not sit back far enough if you have above cabinets over them (lid on washer will not stay up due to bumping cabinet). If dryer vent is in floor, it will not sit far back making it difficult to open door in small spaces. Otherwise, a great product and overall happy with the general use of it."
5.0,"""SAMSUNG BACK AT IT AGAIN!""","This washer is amazing, from features to style. I can not look at another wash as I look at this one. Really amazing."
3.0,"""THIS PRODUCT IS NOISY""",THIS WASHER IS VERY NOISY. IT STOPS DURING CYCLES. THE BUTTONS ARE TOO HARD TO PUSH EVEN THOUGH IT SAYS HOLD FOR 3 SECONDS YOU END UP HOLDING IT FOR 10 SECONDS. I WOULD NOT RECOMMEND THIS PRODUCT TO ANYONE. IT HAS GIVEN ME MORE THAN JUST A HEADACHE. AND YOU CANT SET ANYTHING ONTOP OF IT.
5.0,"""great to use""","I love my new washer. Love the steam cycle, it is going to be so very helpful with not having to iron a lot of things I have always ironed. Love being able to wash my king size comfort, blankets, etc, at home and not have to go to a laundry mat to do this. If you are a short person like I am you will need a little step stool to use to get things in and out of the bottom of the washer, arms are not long enough."
5.0,"""Great Product""","light weight, lots of options, very steady, less noise or vibrations,"
3.0,"""regret buying this machine too many issues""",too many issue to write about I will be getting a new machine
5.0,"""This washer has everything""","I've only done about 6 loads,but it does everything it says. It's easy to use, but I do read the manual. I love it so far & it's fun to work with. I've been doing large loads because that's why I got this washer & it works great. I'm also doing delicate & I love the sink. I wasn't interested at first,I thought it would be in the way, but then I realized I have a lot of hand wash items I can now do in the washer. It's also a very quiet washer. I got a lot more in a washer than I ever expected for the price I paid."
5.0,"""Great product""","Washer is easy to use, self explanatory when needing to find the setting for the load you're washing. Size of the drum is very nice."
5.0,"""Best Washer to date""","After reading several reviews on this washer. I decided that I still wanted it. I am so Very happy that I made the purchase!!!! It is an awesome washer!!! I really hated my front loader and this one is AWESOME!!!!! I can fit my KING size comforter in it and not take it to the laundry mat!!! LOVE, LOVE it!!!"
5.0,"""As Advertised""",Product has many great features and works wonderfully.
5.0,"""Love my new washer""",I honestly can say I love my new washer I went back to a top loader from previously and owning front loaders. The amount of space is unbelievable inside this amazing washer.
5.0,"""Best Washer I've Ever Used""","I bought this washer to replace an old one that had run its course. The main things I was looking for was a washer that was big enough to handle heavy loads and one with a digital setup. This unit has both and then some. It is extremely easy to use. I would have given it 5 stars all around except that the drain hose that comes attached to the unit was too short to reach my drain pipe and there was no way to remove it to hook up a longer hose that I already had. I had to purchase another hose and then attach it to the Samsung hose to make it long enough to reach the drain pipe. The pros definitely outweigh the cons though. If you're thinking of getting this unit just keep in mind where your drain pipe is; you may need to extend it. But that aside, I'm very happy with the washer and would recommend it to anyone!"
5.0,"""quiet and easy to use""","Only have had it 2 weeks, but love how quiet it is and easy to use. had a front loader before but like this top loader so much better."
5.0,"""Beautiful design""",Been installed for only two daysQuiet operation Have done 4 loads so farClothes come out clean and dry requiring less dryer time
5.0,"""GREAT BUY!""","We have had our washer now for a few weeks. now and it works great. Plus it is very quiet. Our laundry room is on the 1st floor, so that is a very important feature for us. It does have quite a few settings, so we are still experimenting with different ones.It is very easy to use."
4.0,"""Samsung activewash washer""",We've had this for less than a week and I can already see that it's going to be a timesaver. Some of the load selections will go longer than an hour but when you figure in the size of stainless tub that more than makes up for it. 4 king size sheets = one load! I don't usually have 4 king size sheets but I was saving up to test the capacity.
5.0,"""great to use""","I love my new washer. Love the steam cycle, it is going to be so very helpful with not having to iron a lot of things I have always ironed. Love being able to wash my king size comfort, blankets, etc, at home and not have to go to a laundry mat to do this. If you are a short person like I am you will need a little step stool to use to get things in and out of the bottom of the washer, arms are not long enough."
5.0,"""Awesome Washer""",I absolutely love this washer machine. My only complaint is that I almost have to lay down on it to get the items out of the bottom of the machine due to the largeness of it. I love that I don't have to wash as often--it saves a lot of time!
5.0,"""Need to measure""","Products were really to big for a small laundry area. They do not sit back far enough if you have above cabinets over them (lid on washer will not stay up due to bumping cabinet). If dryer vent is in floor, it will not sit far back making it difficult to open door in small spaces. Otherwise, a great product and overall happy with the general use of it."
3.0,"""regret buying this machine too many issues""",too many issue to write about I will be getting a new machine
5.0,"""Looks Great, Tons of Features, Great Price!""",So far this washer has been great. We love the black stainless color of the washer as well. There are numerous wash setting to chose from to always make sure you get the right setting for the right load. Operation is super quiet as well. You don't even realize it is on. One this I would caution people on is that the to scratches very easily as well as the control panel. Make sure you wipe things down with a lint free cloth and you shouldn't have too many issues.
5.0,"""Tub is nice but maybe too deep for us short people""","I loved the washer that was recalled....really loved it!!! This one is nice too but when there is a sock or something small on the bottom, I have to get a small stool or my arm stretcher out or just call for my 6 foot 6 inch tall husband...LOL [This review was collected as part of a promotion.]"
5.0,"""This. Washer. Is. Fantastic!""","I just got my washer and dryer today. It's been like Christmas morning and I was happy just watching the installation. I've run several loads already and let me tell you, this washer is the bomb! The built in sink is fabulous. It's great just to lift it up and your clothing goes right into the washer. My laundry room doesn't have a sink so it is great to have one attached to the washer. The digital display features are easy to use. The music that plays at the start/end of a load is so cute! Compared to my previous washer this one is SO quiet. I love that it doesn't shake the walls when it's running. So how can I give such a glowing review on something I just received? I had researched this model from the time I saw it at the store. It had everything I wanted in a washer and then some. So far it has already exceeded my expectations. Very satisfied customer!"
5.0,"""Amazing""","Can't stop washing clothes, best samsung product I own! I will continue to buy samsung products."
5.0,"""This. Washer. Is. Fantastic!""","I just got my washer and dryer today. It's been like Christmas morning and I was happy just watching the installation. I've run several loads already and let me tell you, this washer is the bomb! The built in sink is fabulous. It's great just to lift it up and your clothing goes right into the washer. My laundry room doesn't have a sink so it is great to have one attached to the washer. The digital display features are easy to use. The music that plays at the start/end of a load is so cute! Compared to my previous washer this one is SO quiet. I love that it doesn't shake the walls when it's running. So how can I give such a glowing review on something I just received? I had researched this model from the time I saw it at the store. It had everything I wanted in a washer and then some. So far it has already exceeded my expectations. Very satisfied customer!"
5.0,"""Amazing""","Can't stop washing clothes, best samsung product I own! I will continue to buy samsung products."
5.0,"""Very quiet""",We've only had this washer for approximate (45) days. Very impressed so far. It's so quiet that you hardly know it's running (as compared to our old washer). Hope the touch control pad holds up during the next few years.
5.0,"""Great capacity and quiet operation.""","Like everything about this product with the exception of the detergent drawer. If you forget to push it back in after filling and close the top lid, the drawer falls off. I can image that it will break if you do this too many times. Should be a better way to add detergent without worrying about breaking the detergent drawer."
4.0,"""Easy to use""",Works great. Lots of options. Wish I could change a few settings on pre selections.
5.0,"""This product has great features""",This washer is great and the pre-wash system is fantastic. The water usage is down to a minimal yet the clothes comes out out fantastic. I would highly recommend this washer to anyone looking for the pre-wash capability prior to washing as well as the ability to accommodate on water. Super washer.
5.0,"""Works great""","Went with TOP load to avoid mold, works great, like the GRAY color, see thru door"
4.0,"""be careful opening lid""",Love the machine but I have cabinets installed over the washer and I keep hitting the knobs on the cabinet when I open the washer. I worry about cracking the top lid.
5.0,"""Great so far""","We've had the washer for about a week. The built-in sink isn't something I was looking for, but the washer came with a lot of other great features, so we chose it. I haven't used the sink yet, and probably will very little. I do wish the detergent dispenser was in a different place, it's hard to maneuver the way it is now. But the clothes are coming out clean and it runs very quietly."
5.0,"""Top Load Washer and Electric Dryer""",Love the Black Stainless Steel color; stainless steel drums; the overall sleek design; touch menu for both washer and dryer; quietness.
5.0,"""Real Deep""",This machine is HUGE. I need a step stool to empty the clothes out. It is also very quiet and it sings when it's finish. The finish is amazing.
5.0,"""SO QUIET!""",I replaced my front load washer with this Samsung and it is incredibly quiet in comparison to my old washer! I don't even have to close my laundry room door during the spin cycle anymore!
4.0,"""This product has great features""",Love the load capacity. Can't reach the bottom but have had to use a step stool all my life. Cannot believe the overall size. upper cabinets will not let the lid open all the way.Nice and quiet.
4.0,"""like it""",great product it does a really good job. it was what I expected.
5.0,"""Great washer""","Great performing washer. The pre-settings are handy, however I really like how I can customize the wash temperature and spin speed to accommodate different types of loads."
4.0,"""NEW PURCHASE""","Although I've only had my washer for a few weeks, I am, thus far, impressed with the performance. It is quiet. The design is sleek and beautiful."
5.0,"""New""",These 2 products is working just fine still learning about the products but all and all i like what the color
5.0,"""I love the technology!""","Looks awesome! Quiet, easy to use. I love the touch controls."
5.0,"""This product has great features""",This washer is great and the pre-wash system is fantastic. The water usage is down to a minimal yet the clothes comes out out fantastic. I would highly recommend this washer to anyone looking for the pre-wash capability prior to washing as well as the ability to accommodate on water. Super washer.
5.0,"""Solid feel to it.""",We bought the washer 4 days ago. We have 8 people in our family so the washer is very important. It feels solid and the features are all you could ask for. It is a very quiet machine and easy to use.
5.0,"""Love the top load.""","Tried a side load washer. Was not impressed . This washer has great capacity and does a great job on my wash. So far, I love it."
5.0,"""Love the size""",This washer is big! We have a family of 5 and it will wash a large load. I just replaced my front loader with this one and like it much better!! Only negative is its deep so you have to really reach to get the clothes out.
5.0,"""A Big Step Up!""","This washer is a major step up from our old model. Easy to use, quite, looks great and cleans clothes better than anything we have ever had!"
5.0,"""Great Features!""",Large drum and so many wash settings! I like the fabric softener setting that does an extra rinse and love the self cleaning mode!
5.0,"""Great features""","It has many features, also a clean design, and it runs quietly. Clothes are practically dried after the spin cycles."
5.0,"""Great Machine!""",This is a great machine for the price! It does an excellent job getting clothes clean. It is very quiet and very economical. It has an attractive design and is easy to use.
5.0,"""So Far, So Good""","I just received the washer and dryer, and so far am very happy with them. Just did my first loads of clothes and found them easy to program, they were very quiet, and my clothes came out very clean with minimal amount of wrinkles. They make doing laundry a pleasant experience."
4.0,"""Excellent Washer""","Extremely quiet! If it weren't for the sloshing water sound, wouldn't even know it was running! Rings clothes out during the spin cycle well to assist drying of the clothes in less time. The sink built in is a perfect feature for pre-soaking. Great washer."
5.0,"""Steam feature""",I love my new washer it is quite and am not the kind of person who adjust to new technology well. My old washer was 16 years old. My new is user friendly and I couldn't be happier with my new washer.
5.0,"""Terrific Washer""","So far, this has been a great washing machine. Really quiet and a huge capacity."
5.0,"""Great washer""","Great performing washer. The pre-settings are handy, however I really like how I can customize the wash temperature and spin speed to accommodate different types of loads."
5.0,"""Love it!""",Very nice product and clothes finally smell clean. Had a front loader (different brand) that had very bad mold problems.
5.0,"""Realistic Gmom""","I Love the way this Product looks and works, It's very quiet, You never know that it's on until you look at the digital affect. My children love it. But I tell them that this is my Baby, Get your own, Joking. But my friend and my sister said that they're going to buy one also, I plan on getting the dryer as well, Because I have a granddaughter who was traumatically hurt at age for, now she is 13years old left with brain injury...I wash everyday in order to keep her clothes very clean this is why I Love this product...Thank you so very much...."
5.0,"""I love the technology!""","Looks awesome! Quiet, easy to use. I love the touch controls."
5.0,"""samsung washer""",Though we've only had this washer for a few weeks. My wife is very pleased with it. It is quiet and compared to our old washer does a better job cleaning our clothes.
5.0,"""Very nice""",Our experience with this washer has been great. A lot of options to run it and it is very large. We've had it for about a month and we've washed just about everything. It can complete three times the load of towels we used to be able to do. Runs very quietly and has done a great job for us.  We've had it unbalance on us twice with a blanket in the wash but it is easy to fix and finish - smart response and not a complaint.
5.0,"""beautiful""","Just got it. Great look and super quiet! I will write more in a few weeks once I use it more. after one wash this weekend, I am impressed."
4.0,"""Quiet washer & saves $$$""","I love my new washer, it is VERY QUIET! I love the active wash sink, it is VERY HANDY pre-treating stains and rinsing things that need rinsed. I don't have a sink in my laundry room, so problem solved! The only thing I don't like about it is the lack of control that you have on how much water you put in each load! Sometimes I feel there isn't enough water for the load, so before the machine ""locks"" I run some cold water from the active wash sink into the load to give it a better water level (in my mind anyway lol...). Also, you want to make sure that you get the stains out BEFORE you wash because these new machines don't agitate like the old ones. I'm sure that is a good thing, as it is easier on your clothes, but just check your clothes before you dry them! It does take some getting used to not being able to control things. I used to agitate my clothes for a minute or two, then switch to gentle cycle or permanent press. You can't really do that unless you start a load without soap...because if you stop the cycle and switch to another one, it drains the water and soap already in the basin out, so you just wasted your soap! Need I say I only did this once lol... Overall, I think it is a great machine. =)"
5.0,"""This product has great features""","The best thing I like about the features is I can choose (water temp, spin speed, etc) exactly how I want my items washed."
5.0,"""Great washer.""",Very good washer.Easy to use and very modern.Also very quiet.I'm very happy with this product from Samsung.
2.0,"""Loudest washer I've owned""",I bought this washer because I'm a big fan of the Samsung brand and I read many reviews about needing to check to make sure the machine was running because it was so quiet. It was delivered today and I have to believe something is wrong with it because it hums louder than any washing machine I've ever owned including the 10 year old one I just replaced. I know some electrical hum is normal but this is ridiculous. I hate to think I just wasted my money. Please help.
4.0,"""Quiet washer & saves $$$""","I love my new washer, it is VERY QUIET! I love the active wash sink, it is VERY HANDY pre-treating stains and rinsing things that need rinsed. I don't have a sink in my laundry room, so problem solved! The only thing I don't like about it is the lack of control that you have on how much water you put in each load! Sometimes I feel there isn't enough water for the load, so before the machine ""locks"" I run some cold water from the active wash sink into the load to give it a better water level (in my mind anyway lol...). Also, you want to make sure that you get the stains out BEFORE you wash because these new machines don't agitate like the old ones. I'm sure that is a good thing, as it is easier on your clothes, but just check your clothes before you dry them! It does take some getting used to not being able to control things. I used to agitate my clothes for a minute or two, then switch to gentle cycle or permanent press. You can't really do that unless you start a load without soap...because if you stop the cycle and switch to another one, it drains the water and soap already in the basin out, so you just wasted your soap! Need I say I only did this once lol... Overall, I think it is a great machine. =)"
5.0,"""This product has great features""","The best thing I like about the features is I can choose (water temp, spin speed, etc) exactly how I want my items washed."
5.0,"""Washer great!""",Really cleans well! Love it!!!!! 2 loads in 1. Love top loader feature.
5.0,"""beautiful""","Just got it. Great look and super quiet! I will write more in a few weeks once I use it more. after one wash this weekend, I am impressed."
5.0,"""Quiet as a mouse""",My husband and I bought this washing machine based on online reviews. We are so happy we did! The machine has a great quick wash feature that has your load done within 30-40 minutes. I really like that it has a feature specifically for bedding. Overall we are very pleased and hope to use it for many years to come.
5.0,"""Great Washer!""",This washer is much better than the front loader we used to have. Sleek design. Quiet when running. The sink needs to be lowered in order to make loading the detergent a little less awkward. Lots of great features and options.
4.0,"""Excellent Washer""",It is really big and gets everything clean. I love it.
5.0,"""Good Washer, But Needs Some Changes""","This is a great washer but needs some tweaks. The washer Model #WA50K8600AV/A2 could use louder alerts when cycle completes. Also, the bleach receptacle is too small. It allows dripping of the bleach directly onto the clothes in the washer."
5.0,"""Great features!!""",Installation was very easy and quick. I love all the features that this washer has. this is replacing a 16 year old kenmore front loading machine. It was great - never had any issues but when it finally quit working I decided to try a this Samsung top loader. It's been great so far - I did take out the extended warranty - just in case. Although I don't think I'll be needing it - my daughter has had a Samsung top loader for several years now and loves it.
5.0,"""Not your mother's washer""","This large capacity top load washer is not at all like the old models with the agitator and noisy mechanism. Many options to choose from to wash your load. Had one issue with a mixed load of towels and large polyester table cloths that did not spin properly, but it may have been user error. Otherwise, great washer."
4.0,"""Amazing!!""",This washer is the perfection of washers. Almost like having your own laundromat and cleaners in one simple to use machine. Hats off to Samsung for yet another brilliance in technology.
5.0,"""Easy to use, and does a good job.""",Even scanning through the instructions the display is pretty self explanatory and very easy to use. Have had it for a few weeks and havn't had a single problem. Clothes always smell and look very clean when they come out of the washer.
5.0,"""The Washer with great features that you will enjoy to use!""","I purchase a Samsung washer model (WA50K8600AV/A2) resently and I am enjoy it. This washer has easy Activewash feature for heavily soiled clothes and hand delicates. Samsung Activewash includes a built -in sink with jet for pre-treatment; hinged design can be easily lifted to empty items directly into the drum. It has Integrated Touch Control with a strunning sleek, contemporary design for the perfect blend of form and function. The 5.0-cu ft capacity get you more laundry done in less time. VTR Samsung's Vibration Reduction Technology creates a virtually silent washing experience, very quiet. Another great feature is Self Clean cycle helps to keep your laundry drum fresh and odor free without the use of harsh chemicals. The diamond drum interior helps extend clothing life by treating fabrics gently. Smart Care allows you to quickly troubleshoot issues through a smartphone app. Or use you User manual. I have been very happy with this Samsung washer. I am enjoy this washer."
5.0,"""Working great so far""",I finally had to replace my 25 yr old trusty washer. I did my homework and chose this Samsung washer based on the good reviews I'd seen online and a good recommendation from a relative. So far I think I made a good decision--hope this machine lasts.
1.0,"""Balance issues""",Machine often gets off balance whether load is large or small
1.0,"""Exploding washer and buzzing dryer""",So unhappy with my recent purchase. I own 10 other Samsung products and will be purchasing from a different vendor than Samsung in the future.
5.0,"""One of the best""",This washer takes away the hassle of Laundry. Do it is job perfectly......One of the good investment i made.
5.0,"""I love this washer""",I bought the washer and dryer the reviews are off the charts a must have
5.0,"""Great Washing Machine""",I've only had this machine a short time but I love it. It has a huge drum and can fit my large comforter in it easily.
5.0,"""Great washer.""",Very good washer.Easy to use and very modern.Also very quiet.I'm very happy with this product from Samsung.
