ratings,review_titles,reviews
5.0,"""Outstanding and looks amazing!!""",This washer is just stunning and works amazing!! It is very roomy and runs smooth and quite.. the add wash door comes in handy when needed and looks good to. The LED light in the washer is a great feature as well. We bought this washer because we are having a baby and wanted the sanitize mode. I find this washer out performs my expectations!! And it's a great size to.. ( very roomy ) Thank You Samsung for another great product!!  *Ed G*
5.0,"""My New Washer""",I love my new washer! The design and options are fantastic. I am going to enjoy using the my new Samsung Washer.
3.0,"""good but...""","I bought the matching dryer and I have to stack the units. These are very tall when stacked and I am 5'6"" and less and I would have to use a step stool. I do not have the pedestal under them. When the washer is done there seems to be alot of residual water left, I am concerned about this and will be watching carefully for the next couple of loads."
5.0,"""So many options!""",I absolutely love this machine! It can wash an oversized king comforter and actually wring it completely out! I would highly suggest this washer.
5.0,"""Great Washer""",Cleans much better than my old Kenmore Elite front loader. spin cycle works much better on getting water out of clothing requiring less drying time. clothes smell cleaner. I just Cleaned my hunting clothes which were smoked from 5 days in a tent with word burning stove. Came out fresh and new.
5.0,"""Super Speed- Cycle""","Complete, thorough wash cycle in 30 minutes! A must have feature for on the go families!"
5.0,"""Great product""",Have been looking for another Samsung front loader. Had two choices in mind and was checking the reviews on this model. This model has great features and looks great. Me and the wife still learning how to use. A great choice.
5.0,"""Great Washer""","This washer is amazing. Much better than the top loader. It is faster, quieter, and gets the clothes cleaner. I highly recommend."
5.0,"""So Far So Good!""","Just received and so far, love all the features and options! Looks good, and love having a flat top to fold laundry on!"
3.0,"""FRONT LOADERS SEEM THE SAME""","I love the look of the washer but on three separate occasions, half loads were did not drain well. I checked the hoses, the door remained locked after unplugging the washer. My only solution was to use the Rise & Spin function to drain the excess water and unlock the washer."
5.0,"""Super Speed- Cycle""","Complete, thorough wash cycle in 30 minutes! A must have feature for on the go families!"
5.0,"""Great Steam Washer""","Love the Steam cycle, it just makes your clothes clean fresh and crisp"
5.0,"""Great Washer""",Cleans much better than my old Kenmore Elite front loader. spin cycle works much better on getting water out of clothing requiring less drying time. clothes smell cleaner. I just Cleaned my hunting clothes which were smoked from 5 days in a tent with word burning stove. Came out fresh and new.
5.0,"""So Far So Good!""","Just received and so far, love all the features and options! Looks good, and love having a flat top to fold laundry on!"
5.0,"""Great Washer""","This washer is amazing. Much better than the top loader. It is faster, quieter, and gets the clothes cleaner. I highly recommend."
5.0,"""My New Washer""",I love my new washer! The design and options are fantastic. I am going to enjoy using the my new Samsung Washer.
3.0,"""good but...""","I bought the matching dryer and I have to stack the units. These are very tall when stacked and I am 5'6"" and less and I would have to use a step stool. I do not have the pedestal under them. When the washer is done there seems to be alot of residual water left, I am concerned about this and will be watching carefully for the next couple of loads."
5.0,"""Great Energy Edficient Washer""","Purchased the Samsung 5.0 Washer after much research and learning it not only had the largest capacity in its class, but great and desirable features like add wash so you can add things you forget to a load like a top loading washer, steam wash, and of course super energy and water efficiency. I'd highly recommend this washer to anyone."
5.0,"""Great washer""",I've been using a stackable for years and decided to get a newer model. I'd heard front loaders are the best at getting your wash clean and am not disappointed. Comforters that always came out not so clean are almost like new again! I LOVE this washer!
5.0,"""Quiet and large capacity""","Love the large capacity of this washer. We are able to wash our king sized sheet set, 2 twin sheet sets, and a crib sheet all in one load! The washer is very quiet. It neighbors our family room, and we cannot hear it running while watching movies! This washer has simplified our laundry workload each week, highly recommend!"
5.0,"""Love it!""","This new Samsung washer is excellent. Upgraded from a decent front load. This unit has lots of features for different washing needs. Being a family of 5 with 3 kids, we go through a ton of clothes and this unit does a great job washing. Love this purchase."
4.0,"""Like the ease in using a front load washer.""",Like my new washer. Wish the light in the washer drum would come on automatically when I open the door . So many options I can use without fear of ruining my delicate fabrics.
5.0,"""So Far So Good!""","Just received and so far, love all the features and options! Looks good, and love having a flat top to fold laundry on!"
5.0,"""Greatest  Washer""",I purchased the machine over a month ago after returning my LG top of the line machine. What a difference in the wash and quietness of the machine. This machine works well and is quiet and I love the front shoot as I'm always forgetting something.
3.0,"""Washes great but not when filter clogs""","Long story short: Washes well but pump/debris filter needs to be cleaned (human/pet hair) every 2-3 weeks, much more often than Sumsung advises! Even if you manually drain residual water from machine, about a QUART gushes out when filter is opened. Unacceptable to me and probably most others but Samsung claims this is ""normal?"" Good luck...!"
5.0,"""Exceeded expectations""","We replaced a top load washer with this one. We were drawn to all the features. My wife couldn't stop bragging on this machine after the first day of use. She was amazed at how clean the towels came out after using the sanitize cycle. She continues to say how she loves how the clothes come out with less water retention after the spin cycle and therefore dry faster. Finally, she claims the clothes are less wrinkled with this machine. Yes it may cost more than some, but we believe it is definitely worth it."
5.0,"""Enjoying my new washer!""","So far so good, installed and operational. Seems to be doing a great job, loads better than the previous washer I owned. (pun intended)"
5.0,"""This model has great features.""",We had a Samsung washer before we got this one. We are very happy with all the features of this model.
5.0,"""Great Purchase""","So far this has been a great washer. The capacity is huge, it easily fit 9 pairs of jeans with no trouble and spun them adequately dry. The controls are easy to read and use and there are many choices of cycles. The normal cycle is fast - 45 minutes. It's super quite and has very little vibration (even with the 9 pairs of jeans during the spin cycle). Made my white T-shirts look like new. A little pricey but worth the price - just wait for a sale."
5.0,"""Exceptional Quality and Performance""",I purchased this washer recently and must say that I am very impressed with it so far. I had another washer for over 20 years and got very good service from it. I am hoping that this Samsung Washer can give me the same if not more long years of service as my original washer. I bought this Samsung Washer because of the company's very good brand name and its commitment to producing exceptional products. I am hoping that I am not disappointed. Thank you.
5.0,"""Great Product""",Everything you want in a washer and more A+++++++++
5.0,"""Shakes during spin cycle""","I just did my first load in it. In these reviews, everyone talks about it being quiet. Is ours the only one that vibrates and loud during spin cycle?"
5.0,"""This model has great features.""",We had a Samsung washer before we got this one. We are very happy with all the features of this model.
5.0,"""This product has great features""","Fist time I buy a front loader and I love it! This machine is worth every penny! The features are awesome... very simple to operate and it does a great job in washing clothes. I would recommend to anyone looking for a front load washer, definitely one of the best out there right now."
5.0,"""Great Washer""","Went from a top load to a side load. Love the difference. Cleans great and very quiet. Bought the home adapter, which is nice because when load is finshed it notifies me, cuz I have a tendency to forget about it. I also recommend the pedestals, makes loading and unloading much easier."
4.0,"""Love the addwash""","By the second load of laundry, we are already using the addwash door. It is a great feature for anyone with kids that leave clothes everywhere! The only con so far is that the buttons are not sensitive enough. While changing functions, it doesn't register my finger touch on the button or it is delayed, thus skipping over my selection as I have pressed the button 3 extra times by the time it catches up."
5.0,"""Frontloading Clothes Washer""","Very easy to operate, lots of great features like Allergen, Sanitize, Deep Steam, eco cold, bedding, to list a few. Love the add item window in front too."
5.0,"""Love this washer""","Very quiet and easy to use. Also have another Samsung washer/dryer set, fridge and TV. Well built and reliable - to date have not had any problems with any of the products I own."
5.0,"""Great Purchase""","So far this has been a great washer. The capacity is huge, it easily fit 9 pairs of jeans with no trouble and spun them adequately dry. The controls are easy to read and use and there are many choices of cycles. The normal cycle is fast - 45 minutes. It's super quite and has very little vibration (even with the 9 pairs of jeans during the spin cycle). Made my white T-shirts look like new. A little pricey but worth the price - just wait for a sale."
5.0,"""love the details""",love the details of very single option you have to wash and steam on your clothes
5.0,"""This model has great features.""",We had a Samsung washer before we got this one. We are very happy with all the features of this model.
5.0,"""This product has great features""","Fist time I buy a front loader and I love it! This machine is worth every penny! The features are awesome... very simple to operate and it does a great job in washing clothes. I would recommend to anyone looking for a front load washer, definitely one of the best out there right now."
5.0,"""Exceeded expectations""","We replaced a top load washer with this one. We were drawn to all the features. My wife couldn't stop bragging on this machine after the first day of use. She was amazed at how clean the towels came out after using the sanitize cycle. She continues to say how she loves how the clothes come out with less water retention after the spin cycle and therefore dry faster. Finally, she claims the clothes are less wrinkled with this machine. Yes it may cost more than some, but we believe it is definitely worth it."
5.0,"""Great Washer""","Went from a top load to a side load. Love the difference. Cleans great and very quiet. Bought the home adapter, which is nice because when load is finshed it notifies me, cuz I have a tendency to forget about it. I also recommend the pedestals, makes loading and unloading much easier."
5.0,"""LASG""",We just started using our new Samsung Washer. It is great andwe are very excited about the new technology
5.0,"""This product has great features with multi-purpose""",My wife enjoyed using this washier and it is a life saver. Excellent quality with electric efficiency as well as capacity to do the job.
5.0,"""So far we are pleased""",We have had this unit for over a month now and are very pleased with the washer overall. It replaced a Kenmore Elite that I purchased from regretfully from a Sears outlet (don't recommend) and the unit after 3 tries wasn't fixed. I did my research and settled on this unit. We are pleased with the features and functions along with its performance. It is quiet and so far has done a great job on everything from stains to larger items like blankets and sheets.
5.0,"""Quiet & Cleaning Power""","I've only had this washer for less than a week and have done 4 loads, but the quietness and cleaning power surpasses my previous front & top-loaders hands down!"
5.0,"""Beautiful Style And Design Great Features""","The Style and design are Excellent Great Features Very Quite I had to check to see if it was even on The panel display lights up during the wash cycle Drum Size is Excellent has an inside light that can be program to stay on or off during the wash cycle and it lights up blue to match the washer door Love The Add Wash Door, The Removable Detergent Drawer makes it easy to clean Love The Super Speed Wash option cuts the wash time in half its faster than the quick wash cycle thats also one of the options as well Plus the washer Has a Self Clean Cycle And a Smart App That you can operate you washer while not at home I can go on and on about all the cycles and features I LOVE THEM ALL THIS IS THE BEST WASHER I HAVE EVER PURCHASED"
5.0,"""SAMSUNG WASHER""","Convenient size, cleans well and gentle on clothes, nice color,"
5.0,"""Beautiful Style And Design Great Features""","The Style and design are Excellent Great Features Very Quite I had to check to see if it was even on The panel display lights up during the wash cycle Drum Size is Excellent has an inside light that can be program to stay on or off during the wash cycle and it lights up blue to match the washer door Love The Add Wash Door, The Removable Detergent Drawer makes it easy to clean Love The Super Speed Wash option cuts the wash time in half its faster than the quick wash cycle thats also one of the options as well Plus the washer Has a Self Clean Cycle And a Smart App That you can operate you washer while not at home I can go on and on about all the cycles and features I LOVE THEM ALL THIS IS THE BEST WASHER I HAVE EVER PURCHASED"
5.0,"""Better than expected!""",This is our first front loading washer and was a little skeptical. So far it has out preformed our expectations. The laundry takes less time to do now and each load has cleaned up great. The Samsung dryer we have is the perfect compliment for finishing our laundry. The clothes come out softer and cleaner than ever before.
5.0,"""I Love this Washer!!""","This product repalces a 15 year old other brand front-loading washer. The Samsung has so many wonderful features the old one didn't. I especially like the ability to adjust the time of various wash cycles as i believe some things should be washed for longer periods of time if very dirty, Also the add-a garmet feature as i am always finding 1 or 2 items that need to be added to a cycle already started.. We very much like the ease of use, very clear control panel, (& the fact that it 'sings' to me at the end of cycle, etc. all & all a very nice product to use & own."
5.0,"""AWESOME FRONT LOAD WASHER""",great product by Samsung using overall experience excellent five star
5.0,"""Looks beautiful and works perfectly""","Sharp looking washer. It has so many awesome features. I love the steam. Huge capacity, so efficient, and quiet."
5.0,"""Sound""",For some reason the washer sound is off. Haven't figured out how to turn it back on.
5.0,"""Awesome""","Only Samsung in my House. The best performing products on earth. And, when there is an issue, they do not hesitate to resolve the issue. Complete customer satisfaction. ?"
5.0,"""SAMSUNG WASHER""","Convenient size, cleans well and gentle on clothes, nice color,"
4.0,"""The design features are very attractive.""","Overall, I really do like this washer. The design is very impressive and eye-catching. I haven't tried them yet, but there are several nice features, such as, sanitizing, allergen and deep steam. It saves detergent products due to functioning with less water It functions well on the normal, delicate whites, etc. settings, I like that. However, when I tried to wash a small heavy rug, I placed it on heavy duty and extra high spin, but it just would not spin the water out, I had to line dry the rug, that did not make me a happy. It would be nice if it had an ""add extra water"" feature, and I think clear glass in the front would be better (maybe not as ""space age"" looking), but at least I would be able to see what my washer is doing at a glance; I miss those 2 features."
4.0,"""Washing clothes seems simpler now""",Just replaced our 10yr old top load machine with this new unit. based on reviews I went ahead made the purchase. Its nice - has some great features. Read the manual it will make the process smoother and simpler. Unit does take some getting used to but overall very happy with the purchase.
5.0,"""Samsung front load washer.""","My husband bought me this washer and matching dryer for Christmas we have partially redone my utility room, my husband made a pedestal to put them up on so I don't have to bend over to load and unload, I love them both."
5.0,"""Gets clothes very clean.""","Our old washer just wasn't getting the clothing clean anymore, in fact sometimes it wouldn't even get the clothes wet. If I did get the clothes wet, it wouldn't spin out all the water so everything was still very saturated. So we decided to get a new washing machine with a couple key features as a must. Large capacity was the number one feature we wanted the most because we do a lot of laundry andfront load be use they are known to get clothing cleaner. upon hours of research we decided to get this Samsung 5.0 addwash. We didn't really care too much about the addwash feature and we rarely actually use it, but it does come in handy at times when you do not want to open the whole door to throw in 1 sock. My girlfriend is a nurse and gets in messy situations sometimes so we always wash her scrubs on the sanitize function, however that cycle takes a long times to wash, around 2-3 hours if I recally correctly. But a normal cycle takes around 45 minutes even with fabric softener, which I found in my research other brands adds time and you must hit a button for softener. So I liked the fact that you don't hit any special buttons and does not add time. But if you hit the super speed button on the normal cycle it cuts about 15 minutes off of the total wash time. I don't always use it because when I do, I usually end up waiting on the dryer to catch up. I have tried the super speed a few times and it does seem to clean just as well as the normal times cycle. It also has a self clean feature in which you do not have to have any extra cleansers to clean the tub and it tells you to run the self clean cycle after 40 cycles to reduce the risk of mold and mildew that front loads have a reputation of. I have run the self clean feature twice already in just over a month and a half of use and haven't had any problems with it. The self clean feature does take almost 4 hours to complete with seems like a very long time but I usually do it before I go to bed. all in all I love this washer and I believe it is worth very penny. Last thing is that after each cycle it plays a little song as if the washer is so happy that it got to do some work."
5.0,"""LOVE my Samsung Washer and Dryer""","So easy to use. I was skeptical about going with the HE washer and dryer. Especially this one that has no agitator. But it has made a believer out of me. I heard horror stories about mold building up in the drum. The salesperson told us that as long as you follow the instructions in the owners manual and keep the door open between wash loads so it can dry out, nothing will happen. He pointed out that the military has used front loaders for years. Well, if its good enough for Uncle Sam, its good enough for me. I have cut down tremendously on the amount of detergent I use. Unbelievable the money saved in that alone."
4.0,"""washer""",I just received the washer 2 weeks ago. So far so good.
5.0,"""The product""","The product has great features, easy to use, and friendly."
5.0,"""Looks beautiful and works perfectly""","Sharp looking washer. It has so many awesome features. I love the steam. Huge capacity, so efficient, and quiet."
5.0,"""Fabulous washer""","I absolutely love this new Samsung AddWash front load washer. The new larger 5.0 cu ft. size is amazing. I did a lot of shopping for a new front load washer and when I saw this one with all the features it had, I was sold. It washes clothes beautifully and runs very smooth. Completely satisfied!"
5.0,"""Happy So Far""",I have had this washer since November and no issues as of yet. I was skeptical after reading some reviews but it washes our clothes pretty clean and size is just right for a family of 6.
5.0,"""USER FRIENDLY""","I am very pleased with my new front load washer. This is my first front loader and I am pleasantly surprised at how much I like it. This machine has fantastic features and spins my clothes so my drying time is less, very nice."
5.0,"""Washer""","No complaints, this is a great washer. Easy to use and cleans the cloths better than all past washer.Recomended by Consumer Reports."
1.0,,There is no review to accompany this rating.
5.0,"""AMAZING!!""","I bought this to replace my 2008 Samsung front load washing machine. What a difference 9 years makes!!! My washing machine is on the 2nd floor and it does no shake the entire house during any of its cycles. In fact, you don't even know when it starts to spin!!! Never thought I would say I'm happy my older one broke!! LUV IT!!"
5.0,"""This product has great features""","This is my first front load high efficiency washer and so far I love everything about it. I have the pedestal, which I recommend, otherwise you will be bending over a lot to load/unload it. There are lots of cycles to choose from to meet your every need. There is a nice dispenser tray to put the laundry soap, fabric softener and bleach. Unit is much quieter than my previous washer. Does a great job on the clothes, they come out only a little damp and not wrinkled or wadded up into a roll. The little add a door is an awesome feature since it allows you to add a forgotten item."
5.0,"""Love all features""",This been the most exciting product I ever purchased.
5.0,"""Best washer ever""","I just got this washer and dryer a few days ago and it is the best washer I have ever had. I replaced a 3 year old Maytag Bravos XL that did a horrible job. So far the cloths come out cleaner and have fewer wrinkles then the Maytag. I am amazed at how quiet the washer is compared to my last one. Very happy I went back to a front load rather then a top load. The size is perfect and I just finished washing a king comforter and it came out perfect. I also purchased the 15"" pedestals and it makes the machines just the right height for loading and unloading. I also played around with the AddWash door to see how that work and it is pretty cool. My last front loaders were LG and I had them for 8 years and had nothing but problems from day one. Very happy I went with Samsung."
4.0,"""Love the look and features""","We haven't had the washer very long but have been very happy so far. Love the way it looks. Like the small door to not only add other small items during the wash, but to leave open to air out the washer so it doesn't get mildew smell."
5.0,"""This product has a locking feature that protects a user from injury while it is being used.""",The Washer is so quiet you hardly know it is on. The push button features takes the guess work out of the functions.
5.0,"""This washer works great""","Only had this washer a few weeks, works great, clothes are very clean, saves water."
5.0,"""Too quiet""","Wish end of cycle sound was louder. Machine is so quiet and far away. Child lock not just for Kids, because controls on front I keep bumping controls. So many cycles and features. Ordered Smart Home module but taking too long to recieve! Hoping Smart Home will help notify me when washer is finished while working around the house."
5.0,"""This product gives needed options""","Our old washer simply had ""one speed"" no matter what we were washing. The new Samsung Front Loading washer allows us to set the machine to handle the need, especially to get the really dirty cloths clean. The machine is quiet and the spin really gets most of the moisture out of the load. We like it a lot"
5.0,"""Too quiet""","Wish end of cycle sound was louder. Machine is so quiet and far away. Child lock not just for Kids, because controls on front I keep bumping controls. So many cycles and features. Ordered Smart Home module but taking too long to recieve! Hoping Smart Home will help notify me when washer is finished while working around the house."
5.0,"""I Love the new features of this washer especially the Adwash window.""",This washer replaces a Samsung stainless washer that is just 5 years old which I gave to a friend. It is amazing how the technology has improved in just 5 years. I actually prefer the black stainless color to the straight stainless color.
4.0,"""Love the look and features""","We haven't had the washer very long but have been very happy so far. Love the way it looks. Like the small door to not only add other small items during the wash, but to leave open to air out the washer so it doesn't get mildew smell."
5.0,"""Love all features""",This been the most exciting product I ever purchased.
5.0,"""AMAZING!!""","I bought this to replace my 2008 Samsung front load washing machine. What a difference 9 years makes!!! My washing machine is on the 2nd floor and it does no shake the entire house during any of its cycles. In fact, you don't even know when it starts to spin!!! Never thought I would say I'm happy my older one broke!! LUV IT!!"
5.0,"""This product has a locking feature that protects a user from injury while it is being used.""",The Washer is so quiet you hardly know it is on. The push button features takes the guess work out of the functions.
5.0,"""Best washer ever""","I just got this washer and dryer a few days ago and it is the best washer I have ever had. I replaced a 3 year old Maytag Bravos XL that did a horrible job. So far the cloths come out cleaner and have fewer wrinkles then the Maytag. I am amazed at how quiet the washer is compared to my last one. Very happy I went back to a front load rather then a top load. The size is perfect and I just finished washing a king comforter and it came out perfect. I also purchased the 15"" pedestals and it makes the machines just the right height for loading and unloading. I also played around with the AddWash door to see how that work and it is pretty cool. My last front loaders were LG and I had them for 8 years and had nothing but problems from day one. Very happy I went with Samsung."
5.0,"""Great Washer""",Love washing clothes when I know they will be taken care of.
3.0,"""Washer Issues""","I love Samsung products but the front loader isn't that great.1. After a cycle ended, I was unable to open the door. I tried resetting the washer by unplugging it but that did not work. Next, I selected the Rise & Spin cycle to work and it was my solution.2. On two different occasions for small loads, excess water was sitting in the drum and once again I used the Rise and Spin cycle to remove the water. Keep in mind that I only had the washer for a few weeks and is unsatisfied with it's performance."
5.0,"""Great washer!""","My wife wanted a washer with the most capacity under 29 inches in width, and this one fit the bill perfectly. It has tons of features and we've already noticed a big difference in how clean our clothes come out. Granted we were replacing an almost 15 year old washer, but nonetheless, this one does a great job.  This washer does have the AddWash feature in which you can add clothes after you have already started the cycle. This wasn't too important for us, and was the main factor in giving this washer 4 stars for design. Barely graze the door, and it will pop open which will prevent your washer from continuing on through the cycles until you close it. In fact, it happened on the first wash we ran. We got an error code and I went through the manual to determine the problem. Door popped open. We have cabinets behind the washer which you have to lean forward to get to. I guess I touched it enough with my leg that it opened. So stay clear once you press the start button. :) Not a big deal. Especially now that we are conscious of it, and make sure we don't pop it open. However, for future models, I believe it's something Samsung needs to correct.  Overall, a great washer and I advise taking the time to read the instruction manual. It doesn't take too terribly long, and you will learn a lot about all the features this washer has to offer as well as get the maximum cleaning ability.  I hope this one lasts as long as my previous washer."
5.0,"""This washer exceeded all our expetations and is a beautiful appliance!!!""","The very first load of laundry we did, we noticed cleaner and softer items once out of the dryer. We currently have a Maytag dryer that we are now looking forward to replacing with the matching Samsung Dryer. If the washer is this good we can only imagine what the dryer will do. It truly pays to buy quality appliances!!!"
5.0,"""This product has so many features.""",LOVE all the different features! This washer has it all. I especially like the sanitizing cycle having 5 pets!
5.0,"""An ECO that works!""","Ever since this ""Green"" life style was forced upon us & agitators were removed from washing machines, actual cleaning of dirty clothes took a back seat to carbon footprints... lol.Our last top-load machine was recalled & the refund went towards this machine.We decided on a front load, due to the lack-luster performance of the top load non-agitator style. The difference was like night & day, using the same detergent. My shirts smelled clean again, stains started disappearing & they were much softer.The only drawback that I can think of is that the music can't be changed."
5.0,"""Love washer""",Love this washer. My only concern is that after each wash I have to leave it open so that it airs out and dries. For that reason is why I lowered the design to four stars and of course it is a bit expensive so the value did suffer as well.
3.0,"""This product is not that great!!""",The clothes still smells after washing for 1 hour.
5.0,"""Does a Great Job and Has Great Features.""","This washer replaced a different brand front loading washer that we had for 11 years. This washer has the same exterior dimensions as the washer it replaced; however, the drum has a lot more capacity. It does a great job washing our clothes and is much quieter than our old washer. I love the Add Wash feature. I usually find something, especially a sock, that fell out of the pile as it was carried to the laundry room and not having to cancel the cycle to put it in the washer is a brilliant feature."
5.0,"""Love my new washer!""","At first I was worried about switching from a top load to a front load because I had never used one growing up or in my own home. After using it, I LOVE it!! I was excited about the steam feature on it because I had read steam helps get set in stains out. I have used it every time I have washed my whites and I can tell a huge difference. This washer has more features that my Samsung top load and I have loved every one of them. I also, like how big the capacity is! It makes it easier to wash our King size comforter in it! Thank you Samsung for all the great products you come out with!"
4.0,"""Its Beautiful""","The Washer has about 5 cycles, I'd never use. It needs a towel setting. The washer is beautiful. I didnt received the SmartHome remote yet. Its quiet. Clothes are clean. Short cycles"
5.0,"""love my new washer""",I love the addwash! I always forget clothes. With my old machine I would make a mess opening it to add clothes but this one is perfect for me!
5.0,"""Love my washer""","Although we just received our new washer and I have only done a couple loads with it I am very pleased. It looks great and the clothes are completed in a reasonable period of time. I am hoping this one lasts a long time. My last two washers, other brands and uprights, did not last long at all just a couple years."
5.0,"""Gotta See it to Believe!""","Samsung has built an incredible washer. It is SO efficient and easy to use. I purchased it from a Big Box Store and they delivered it to my second floor laundry a no cost. The difference in this machine and the front loading brand it replaced (5 years old) is absolutely astounding. I am a believer in Samsung Products. Phones, TV, Dryers, Washers...you name it and I put my faith in what they say. .. thanks Samsung for great trustworthy manufacturing and customer service."
5.0,"""Makes washing fun!""",We have enjoyed our new washer. Have not had to use the little 'add wash' door but probably will at some point. I like the lighted drum and the extra large size. I enjoy the tune it plays at the end of the cycle--better than a buzzer. Wash times are shorter than I was used to but I haven't noticed any lessening of cleaning. Many cycles and choices. Sometimes the touch pad seems not to be sensitive enough. I also have not had a lot of time to explore all the options it offers. It is a heavy machine!
5.0,"""Excellent and Powerful Washing Machine""",Never in my life have I had a washing machine so quiet. The new small door that allows you to add additional laundry you may have forgotten is amazing!
5.0,"""This product is a leader.""","We replaced a top line Kenmore Elite with this model. We are getting used to all the new features that are available to use; and find this unit is simple, functional and quiet. Just remember to follow the cleaning recommendations.."
5.0,"""Front Loading Washer""","Great features, quiet operation, Great Cleaning. More routine maintenance required than expected: (Drain Filter)"
4.0,"""High Capacity Washer""","I bought this washer because I'm able to wash a King size comforter in it thereby skipping the occasional launder mat visit. I can wash a lot more clothes in one load. Also, it does a good job steaming heavily soiled items. Only con is that it is a bit loud even after ensuring it was properly balanced."
5.0,"""Washingitallaway""","My washer broke and I was ready for something more modern. When I researched washers, this one was it. Although I couldn't get a demonstration in the store, the washer lived up to all the positive reviews I saw online. I absolutely love how quickly and cleaner it washes, and I am happy to save on dry cleaning. To top it off, my daughter loves the musical tones it plays at the end of the cycle opposed to the loud buzzer from my old washer."
5.0,"""Finally have my dream washer!""",I have been waiting years to purchase a front load washer. This is great. The large capacity allows me to wash bedding that would not fit in my old washer. Clothes come out great with all the selections available. Very happy with my purchase.
5.0,"""Washer has some good features""",We just had the washer installed today. Took and washed and load of towels and some whites. The washer did a great job. Will update in a few weeks to let you know how it is washing
5.0,"""great washer""",love my new washer! i can wash even my largest bedding with this huge capacity.
5.0,"""love my new washer""",I love the addwash! I always forget clothes. With my old machine I would make a mess opening it to add clothes but this one is perfect for me!
