ratings,review_titles,reviews
1.0,"""Broke 1 year & 1 week""","Broke 1 year & 1 week after delivery. Samsung refused to cover under warrantee & their customer service was terrible, putting us on hold for 45 minutes, & disconnecting our calls when we asked for a higher level. Will never buy Samsung again"
5.0,"""Love this machine!""","My only complaint is that the drum is so deep I need a stool to reach in to get the clothes out of the bottom. Upside, it hold probably DOUBLE what my old machine could. Nice job cleaning, haven't tried the top ""sink"" yet."
4.0,"""Great Washer""","We purchased this washer and dryer set on a recommendation from a friend. We had cabrio in the past and it was loud and started leaking, to repair was going to cost 700$+. So we decided to go through Lowes because they do free delivery and do repairs within a week. We bought the additional warranty because we use our w & d pretty heavily. The washer is much quieter than our cabrio was, our w&d; are off the kitchen and not far from where we watch tv - we used to have to turn the tv up when the washer was running but no longer need to do that. I like the electronic buttons and alarms. I have used the sink a lot, which comes in handy when hand washing items such as kids jerseys. I have run into ""unleveled"" loads when doing a blanket which has been frustrating, but this is on regular wash. I haven't tried on the blankets setting so perhaps this will make a difference. I am impressed with the size of the tub - because even with the sink, it holds more than my old washer. Overall, very pleased with this set! They are sharp looking appliances and seem to be very solid in function and durability. They actually take up less space than our old set also."
5.0,"""Worth the money""","The delivery guys were great. The set both washer and dryer up and made sure both were hooked up right and worked right. Leveled both and stayed until they and I were both satisfied both were set up and working great. I have used both washer and dryer several times now and love them both. I read the owners manual and have had no problems. My clothes are very clean and smell so good. I love the soak sink a lot. Very quiet. I did bed clothes yesterday and I could fit my king size quilt all pillow cases sheet and flat sheet in one load, was very impressed I didn't have to spend the whole day washing bedclothes. No complaints at this time!!!"
1.0,"""Not Impressed""","Purchased this washer with matching dryer less than a month ago. The FIRST washer was delivered 9/8/15. I used it immediately. At the end of the 1st load, I noticed a t-shirt had something around the collar. I assumed that maybe the shirt was older than I thought and was possibly starting to wear, maybe they were fibers coming out. (Didn't make sense, but, that was my 1st thought.) After washing the next load of darks, I noticed several items had some kind of residue on them. Once the machine was empty, I saw dirt in the bottom of the washer. I took a paper towel and wiped it out - thinking it must be some kind of fluke. When this happened a 3rd time, I started reading the owners manual, contacting Samsung, and Lowes. I have tried all of the suggestions - using the self cleaning option, wiping out the drum, loading items even in a donut shape, using the aqua jet to add more water, increasing the soil level to high, washing a smaller load, etc… However, I still experience this problem. I had a second machine delivered on Wednesday, again dirt was at the bottom of the washer when I washed clothes on Thursday. My daughters both play softball - I know that the dirt that is there is from the ball field. HOWEVER, I am not putting clothes in that are caked in dirt or visibly are covered in dirt. They basically look dusty, the dirt is the dirt that is trapped in the fiber of the clothes. I do believe there is not enough water running through the machine. I took a pair of shorts out that were wadded up after going through the wash - when I took them out there were parts of fabric that were still dry. I have had and used HE washers previously. I am very familiar with how they work, using the correct soap, loading the machine properly, etc... This is not normal. I was told today that they don't recommend these machines for farmers or construction workers. I can only imagine how dirty my clothes would be after washing if I washed with clothes that were really soiled. I am now waiting to speak to a manager to resolve this issue."
1.0,"""BIGGEST REGRET EVER!""","Bought the washer with the matching dryer for our new home back in June. We live in a sandy area and noticed in the first few weeks that the washer was not cleaning the cloths completely and leaving a dirt/sand wring in the bottom of the machine. Even after running the machine on an extra rinse cycle the cloths are still covered in sand, and I have to wipe it out after any loads that have clothes that were worn outside. My family came to visit in July and we went to the lake for the day. When we returned I did a load of laundry with all of our beach wear. I ended up having to wash the cloths out by hand to remove all the sand. I wish I would have called Lowes immediately to try and return this set and get my money back. The dryer is now leaking water and not drying a load without disconnecting the water supply. I have tried to contact Samsung a few times on the issues I am having but have not gotten any help. We also bought an entire kitchen set of Samsung appliances and we are having issues with the dishwasher leaking too."
5.0,"""Simply amazing!!!""","I could not be any happier with this purchase. After spending 3 days researching washers and dryers, this set really grabbed my attention. The built-in sink really is a gem. I go through a lot of hats at work, so a little pre-soak in the sink, dump into the bin, and I am all set. It really could not get much easier than that. The controls are very user friendly. In less than 5 min., I was able to have my 4 yro start the machine. A push of the power button, twist of the dial, and Start! In reference to other comments on the length of the cycles, the machine auto detects the load by weight and sets the length accordingly. As I do have many heavier clothes, I just use a smaller load on the Speed Wash setting and it is usually about 28-32 min. In comparison to a full load taking 1hr 36min., this is really a feature you cannot over look. The spin cycle is impressively quiet. I am so used to the spin cycle starting up and sounding like a turbo spooling up, not this machine. A small amount of noise on the ramp up, but at full speed is really quiet. The quietest machine I have ever had. This set is definitely a must have, and for the price, you kinda gotta. :)"
4.0,"""Great washer - if you're over 5'3""""","Sleek, stylish, gunmetal gray - what's not to like? The interior tub that almost hits the floor. I'm 5-2 (insert hobbit joke here), and I have a difficult time grabbing the bottom layer of cleaned clothes. Enter the recently purchased bbq tongs. With the assistance of my OXO tongs, I can empty the washer. Clothes are very clean, easy to read and understand dial, several settings for every cleaning occasion. Love the sink with the aqua jet to prewash clothes - tips the whole shebang right into the tub when you're done pretreating. Be prepared - the washer makes some really unwasher like noises, like ""meh meh"" and the sound of an Asian carp jumping out of the water (I'm not kidding here. I had to roust myself out of a perfectly comfortable lounger to make sure I wasn't washing a fish. Big splashy noise). Except for the assist from the tongs, perfectly happy with the overall performance and price, Lowe's was extremely helpful, after a new employee tried to redirect me to a different store to make the purchase, not realizing I could order it there and have it delivered. Great price too. Plays a very long music song. Waiting for Yanni to do a cover."
5.0,"""love it!""",Has so many settings you can do whatever kind of load you want. You'll never see another laundry mat unless there's just something so nasty you don't want it in your pretty washer.
1.0,"""MACHINE EXPLODED ON IT'S OWN- RUN AWAY!!""","We bought this machine at the beginning August 2015. After only 2 months of use, the machine literally exploded on it's own, sending shards of plastic and metal across my laundry room, flooded out the floor and threw water floor to ceiling in both the laundry room and out into the walls in the hallway outside of the laundry room, and the machine itself flew across the room and landed on it's side. It normally sits flush against the dryer, so you can see it moved itself at least a full 3 tiles across the room. We have two small children in addition to 4 pets who eat in the laundry room, and there very easily could have been permanent physical harm as a result of this machine. DO NOT PURCHASE THIS MACHINE!! The worst part is that this machine is being marketed to target mothers, meanwhile it could have killed or severely injured either one of my children or myself, or our animals who all eat in this room as well, had they been present."
1.0,"""Made holes in my clothes""","Only used this washer a few times and realized it was making holes in my clothes. It ruined 2 shirts, a pair of jeans and a towel. We visited our local Lowe's store today and traded it back in for an LG. Loved the built in sink and thought it was going to be a great washer until I started looking my clothes over and found holes....one as big as the palm of my hand. Sorry, Samsung...back to the drawing board!"
1.0,"""worst purchase ever""",I bought this machine in July of 2015 it worked great for one month and was quiet. Then I started getting an unbalanced code and I would move the clothes around to balance them even though the machine says it self balances this took place for about a week maybe doing 3 loads. Then the basket was loud and hitting the walls of the machine and the spin motor quit. I called samsung it took about two weeks for a technician to show up he says its real bad and will have to send a truck to pick it up they picked it up one week later. they repaired it at they're shop it took almost 2 months and they replaced the basket the motor and clutch and board and wiring harness pretty much the entire machine. They bring it to my house it works for one week and is very loud beating and banging around again and is now broken again same problems. It takes the tech two weeks to show up he says it needs all the parts they replaced already he says its unrepairable. I call samsung again by the way it takes about an hour each time you call them. Samsung says its under review and they will call me in two days it was over a week and i had to call them and they told me they want to replace a few more items it takes another 3 weeks for technician to get parts and get back to my house he replaces it and still doesn't work. I call samsung again they say its under review and just to see how long it would take them to call me back two weeks went by and I had to call them and finally today 1/14/16 I get the go ahead to get my money back at lowes it has been a rough experience and customer service does not care how long you go without a washing machine. And now this long and messy story ends with me getting my money back on the washer and Lowes was disgusted enough to give me my money back on the dryer as well now I am the owner of a whirlpool washer and dryer
3.0,"""Samsung washer with sink""","Overall, not extremely happy.  The washer, operationally, does fine, but the lack of a separate spin cycle is weird.  The main complaint is that it simply does not get clothes as clean as our previous washers have.  Its not a detergent issue, i think the lack of an agitator has a lot to do with this."
1.0,"""Worst washer machine..""",Exactly 1 year old and broke..No power totally dead..No help from Samsung or Lowe's.. There's only 2 people in the house.. Wash clothes once a week.. Lowe's had no suggestions or help.. Totally done with Lowe's and Samsung products..
5.0,"""Nice washer""","Machine controls are user friendly and looks nice. It is pretty quiet during all cycles. The built-in sink is a nice idea and the sink bowl is ribbed and it doubles as a washboard for scrubbing on tough stains. The tub is spacious for your larger loads. It is pretty deep and a little more difficult to reach the bottom than your regular machines. The finish looks great with stainless steel panel on the front and the ""platinum"" (dark grey) paint on the sides and top surfaces. The feet are rubber and designed to keep the washer from ""walking"" when a load is unbalanced and shakes the washer. ( I haven't seen this washer wobble at all since we've had it )There are tunes that play when the cycle is done instead of the usual buzzer or beeping sound. Very happy with this washer so far."
1.0,"""Does not get my clothes clean.""",I have three boys so I need a good washer. This washing machine does not wash my clothes good. It doesn't even rinse my clothes good either. After a complete cycle there will be sand left in the bottom of the washer. Never did this happen with my old Roper.
5.0,"""Best Washer Ever!!!""",Love this washer! It makes virtually no noise and does an excellent job. Love the built in sink. Very user friendly!
5.0,"""Great Combo!!!""",We purchased this set a couple of weeks ago. I did extensive research on new machines as we were still using the set we purchased over 22 years ago. Obviously things have changed over the years. The reviews has us very apprehensive. Well after I figured out the settings and used them a few times... I was honestly looking for things to wash. The washer washes way faster than our old one and the dry dries in less than half of the time than the old one. We are very pleased with this set. If people would just use some common sense they are easy to use. No more fear here!!!
2.0,"""Activewash Basin handle broke""",We have had ours not even 8 months and the active wash basin handle that holds the basin to the lid broke off. Now we have to hold the basin up to load the washer. I will give credit it does wash well.
5.0,"""Fantastic Washer""","So far I have been loving this washing machine! With two small boys, I have my hands full when it comes to their laundry. The pre-wash built in sink has been really nice and easy for me. Unlike other reviews have stated, I have had no issues with clothes going unwashed, coming out dirty, and nothing has been damaged. This machine has been pretty quiet as far as these types of appliances go, and I am loving it."
3.0,"""pros and cons""","I have had this washer and dryer for 1 year now. it is stylish and works well. the negatives are. 1. the washing machine doesn't get that full of water. you open it and see it washing with enough water to fill in a glass. it cleans well it just makes me wonder how it can work with so little water. and you cant truly add more. you get what you get.  2. when washing large loads, it takes a long time to wash.. and dry. 3. the dryer tends to wad up comforters/blankets into a ball. so the outside is dry and inside is wet. it is annoying to have to keep going to the dryer to un-wad something. 4. the steam doesn't work that well. it makes your clothes damp , but the wrinkles are still there when they are dry.oh well"
1.0,"""Worse product ever""","I had this washer and dryer delivered, first the legs to the dryer was stripped out, delivery person told me to call Lowes. I called Lowes and was told since I didn't buy the extended warranty I would have to contact Samsung. And of course Samsung said it was a Lowes problem since they were responsible for the first 30 days. I finally got Lowes to take the legs off of the display in order to get them replaced.Samsung has terrible customer service, I called them about trying to level the washer up and they said it was self explanatory.The washer will not lock good have to spend at least 10 minutes to make sure it locks and it has come unlocked while running. I have put it on spin only and it ends up rinsing and spinning again. Doesn't like to just run the spin cycle."
1.0,"""SAMSUNG""","SAMSUNG HAS 32 MODELS RECALLED. I BOUGHT ONE 4 MONTHS AGO, HAS NOT WORKS FOR ALMOST 1 MONTH, 2 SERVICE GUYS, STILL NOT FIXED.  LOWES HAS NOT BEEN HELPFUL.  THEY WILL GIVE YOU A REBATE AFTER YOU PURCHASE A NEW ONE. I DONT TRUST AT THIS POINT I WOULD EVER BE ISSUED A REBATE."
1.0,"""Looks good but work  terrible""",This  particular  Samsung washer  does not   Clean very well. After the cycle in done. I still have  White detergen on my clothes. When the very  first Samsung washer  came out. It did not have the built in wash tub. With this one added the tub to cover the  bad  design.  When  I am washing a load. I can see that the  whole load is not Under water.
5.0,"""Surprisingly Great Washer""","This is my 1st top loader washer in many, many years. I've never been a fan of them and always preferred front loaders. So after checking out various models online at Lowe's...I needed one asap. Seeing them at the store made a better impression on me and I chose this one. Skeptical of the size being only 4.8 cu ft...vs my old one of 5.0 cu.ft. I wasn't sure if it would be big enough.Got it home and ""WOW""!!! It holds plenty more than I thought!!! It is quiet and efficient with water. Laundry comes out clean and smelling fresh. It didn't have some of the features of my old front loader had, but it works great for what I needed. It's deep enough to make me stretch in to reach the small items like socks. (I'm 5'10""). This is a really great washing machine....the special sink built in is a nice addition. It has plenty of ways to adjust the settings for whatever needs to be cleaned. I actually love this washer!!! WOW! Hope it lasts a long time with no issues down the road."
3.0,"""Ouch""","My husband and I had one of the recent recalled Samsung washers and we opted to replace it. The newer version of our model was not yet available, so my husband chose this one. This one has a smaller capacity and smaller width, but same lid heighth as our other one, so my husband thought it would be ok and went ahead and bought it for us. We thought the built-in sink sounded like a great idea, but we've discovered it's more of a nuisance. It's not removable for when it's not needed and we often hit our heads on it when trying to unload washed clothes to transfer them to the dryer. It also makes for a narrower window to fill the pull out drawer with detergent and fabric softener. We've scraped the backs of our hands more than once. Also, if you are height-challenged like me (I'm 5'1""), go ahead and buy a step stool. You'll never reach the clothes in the bottom without it. The front doesn't slope down like our recalled one did, so it's actually taller on front despite the same lid heighth. Needless to say, we're less than thrilled. I wish we had opted to repair our original washer."
1.0,"""Don't Buy This Washer Can't Clean Clothes!""","After 6 months I can say this washer can't clean clothes at all. I have a big family that needs clean stain free clothes. I've tried Max power, using the sink, OXY, soaking, rewashing etc... does not work. This washer and dare I say the Dryer of this set sucks and I am selling it on Craigslist for a deal!"
1.0,"""Wish I would have never purchased this machine...""","I bought this machine 11 months ago and it's already having to be repaired..A repairman has been to my home 3 times in the past 2 weeks trying to fix it but hasn't been able to do so..It's currently under review to see if it can even be repaired..I haven't been happy with this machine for quite some time.It doesn't clean or rinse well..You can't set the water level...Our clothes come out dingy. It twists the jeans up so badly that it's almost like pulling ropes out of the machine..It's ripped holes in my mattress protectors and tears the rubber backing off of my bathroom rugs..And, if you're short, you won't be able to reach the bottom of the barrel without standing on a step stool or use something to fish the small items out..If you decide do buy this machine after all, I would definitely buy the extended warranty.."
1.0,"""Samsung Washer""",I wish I could give this less than one star. It uses so little water that I have to wash many things three times to get them clean. In addition it uses three times as much electricity than my old 20 year old Maytag.
1.0,"""Do not buy""","I purchased this about a month before it was recalled, still fighting with Samsung about that... IF you purchase this as a set with the matching dryer, and it is recalled, they will give you about $200 less than you paid a month before for the unit to replace it with another samsung, or $350 less to replace it with another brand (which is what I wanted to do). But they will give you exactly $0.00 for the Dryer that matches! So if you like your set to match, get over it! Apart from the recall, the machine fails to properly spin out even the smallest of blankets and throws an error code, and then the blanket is too wet and too heavy for the dryer, so it throws its own error code. I would not recommend my worst enemy buy this thing."
1.0,"""Never buying Samsung again!""","Just bought this washer this July. Samsung placed a recall on washer. Nobody local will repair the Samsung. We are going on 5 weeks of issues. Not related to the recall we had a issue with the cycles not ending. Just fills, washes, drains, and restarts filling again over and over.  A repair man came from hours away to repair recall and our cycle issue as well.  He left after doing his job without even running a cycle.  So I go to wash a load. The entire load of water from the wash drained out onto our floors filling our laundry room, under the walls, and out onto our hardwood floors.  Now the repair man can't come for another week! I'm sure we will have water damage. Getting Samsung to actually help us and not just give us another ""ticket number"" has been a nightmare.  Dealing with Samsung transferring us and transferring us to different departments and holding for over an hour to be ""disconnected"" on multiple times.  Will be going with a Maytag next time."
1.0,"""Junk""","Bought this washer Jan 3rd.  Arrived at the store Jan 9th.  Had to wait til Jan 14th for delivery.  Morning of delivery got a call from the delivery company that they had to push back delivery to between 6 and 8. PM.  They finally arrive at 6:30 PM.  Hooked up the washer and completed the install procedures.  Tried to do a test load, but the agitator makes a horrible grinding noise and the washer drum moves very slowly.  Looked up the troubleshooting guide in the owners Manuel.  The problem isn't covered and there is no error code.  Called the 1-800 number for Samsung and described the problem to the broken English speaking support person.  She could only tell me that the washer is not part of the massive recall that they are in the middle of.  Strange that the Lowes salesman neglected to mention that.  Support person can offer no help and told me to call them back on Monday.  Looked up the problem on the internet and it appears that either the drum clutch, drum bearings, or the main board are shot.  Straight from the factory, only owned the thing for an hour and not a single load of laundry washed and this thing requires major repair.  Beware of buying a Samsung product.  First their cellular phones blow up, then their top loading washers blow their tops and required massive recalls but only after consumer outrage."
4.0,,This washer is huge. I like it but if you are shorter than 5'6 you may not be able to reach the bottom of washer tub easily. Keep that in mind and before purchasing make sure you can reach your clothes in the bottom of the washer. That is my only negative. I'm 5'6 and I have to get on tippy toes and stretch to reach in. I love that I can fit my king size comforter in it!
5.0,"""Remove the Sink!""","I've had this machine about a year, no complaints.  Two things:1. This model has been recalled due to lid blowing off under certain (unusual) conditions. Make sure the one you get has been modified (it's a simple fix)2. The sink is a dumb gimmick.  Once you tire of banging your head here is how to easily remove (see photo)."
2.0,"""Soap Dispenser Drawer Hits Activewash Sink""","The washer is great. The issue is totally with the soap dispenser/softener drawer. The soap drawer front protrudes below the top of the activewash sink. One would think the soap dispenser drawer would be able to be opened over top of the sink, if the sink is in the ""down"" (usable) position. This is NOT the case. Samsung indicates the design is that the sink MUST be in the UP position with the lid open and the soap drawer pulled out below the sink. This is very uncomfortable and due to the shape of the sink, does NOT give a clear area to pour liquid detergent into the dispenser from a retail soap container. Not a good design."
2.0,"""Not impressed""","Bought this along with the matching dryer.  They look nice but that's where it ends.  This machine and the dryer are both noisy. After 2 weeks am returning them for the black stainless model. Word of advise "" spend a little more and get the model above this or get the black stainless model."
5.0,"""Love my washer. Too short to reach clothes""",Love my washer. Too short to reach clothes after they wash
1.0,"""SAMSUNG WASHER""",I would not recommend this washer to anybody. it is a very noisy washer and wash cycles are longer than normal. The only thing that is nice is the built in sink. Don't waste your money on this product.
3.0,"""Disappointed""","This was my dream washing machine. I was able to buy due to a steep discount. So far it's been an ok purchase. I foster dogs so I need a machine that dumps loads of water and agitates well, and this machine is not it. I should have realized that since it's High Efficiency but had never used an HE machine before. There is no agitator which is nice for loading/unloading but I don't think it gets clothes as clean.The tub gets off balance easily and the machine stops until you redistribute the load. I don't use hot water because the faucet leaks (so faucet is turned off). The machine automatically selects hot or warm water on some settings, and I have to completely unplug the washer to get it to reset so I can take it off the hot/warm setting. The top locks in place so adding clothes means you have to pause the wash cycle.It does have several settings and has a very large tub, but don't expect everything to get clean on every wash."
1.0,"""Worst washer I've ever owned!""","As a mother of 4 I consider myself a laundry pro. This is hands down, the absolute WORST washing machine I've ever owned. It just doesn't clean your clothes! I bought it for the high reviews and the laundry tub option (since we have a laundry closet)and it has been nothing but a problem. I've had service on it 3 times since I purchased it LAST December of 2015 all with the same result, filthy grimy clothes. At this stage in the game I'm disconnecting this unit and putting it in the garage while I fight with Samsung to get every penny of my money back. Save yourself the headache and buy just about any other brand OTHER than Samsung! Because of all of this runaround I'm definitely going to think twice before I put another dollar into Samsung's pocket!"
1.0,"""RESEARCH BEFORE YOU BUY""","From day 1 our washing machine gave us trouble. we was thinking that we added to many cloths, so we tried fewer. the spin bowel seems broke, makes extremely loud noise, tangle any and all types of wear, we tries to balance it but thats not the problem, it was quiet the first time we washed in it but there after, it makes so much noise you would think someone is banging a piece of wood on the inside. I WISHED I WOULD HAVE RESEARCHED AND READ ALL REVIEWS BEFORE BUYING. Now, we are stuck with this VERY BAD PRODUCT. DO NOT BUY SAMSUNG... Wish I could give a 0 star.Note: all CUSTOMERS BAD REVIEWS are at bottom and ALLLLLLL GOOD ONES ARE AT TOP. JUST KEEP READING!!!"
1.0,"""Check out Samsunservice in your area before buying""",The low rating is NOT for the washer; it is for the Samsung service.  Samsung repurposed their cable television tv repair service division (ditectv) to repair washers.  The service guys hate doing washers & it showed in their work.  Don't buy Samsung products if you think you will someday need to have the equipment serviced. You will regret it.  I do.  my entire laundry room was flooded by a Directv guy who hated his new responsibilities.
1.0,"""Pretty but not long lasting.""","I purchased this set of matching washer and dryer when my last GE washer was deemed by Lowes and was paid. Went ahead and purchased the whole set instead of just a washer so it could match. It was purchased 8/2015. A few months ago a major recall was done on it. It was serviced and fixed. Last week it went out again and now its been deemed and not repairable! Very frustrating because am hoping to find the same one or same color so it can still match the dryer. Problem is, I will get the full refund of what I paid but its now $100 more expensive then a year and a half ago plus I'll have to spend again the $140 for the 5 year warranty. Why cant I just have the same one replaced instead of having to wait for a store gift card that will take about 10 days? Looks like I'll be out of a washer for 3 weeks easily."
1.0,"""Worst Washing Machine Ever!""","We purchased this washer/dryer set from Samsung about a month ago and have already returned it to Lowe's and are waiting for our LG replacement washer and dryer.This machine is horrible and has ruined several expensive pieces of clothing. What happens is that there is a sensor that detects how big the load is and determines how much water is needed to wash the load. But what our machine did was underfill the drum so there were articles of clothing lying on top of the load. There isn't an agitator so parts of the clothing on top never got submerged and washed. In fact, when we transferred the load to the dryer we noticed that some of the clothing items never even got wet at all, let alone washed.Here is the worst part! The machine dumps in the bleach and the detergent on top of the clothes and so the bleach just sat there on our clothes and ruined several items - an expensive designer pajama set of my husband's, towels, and sheets just to name a few of the items. Huge splotches of bleach on the clothes. I would estimate this machine ruined about $500 worth of our items.Can't wait to get rid of this washer!"
2.0,"""How do it work?""","Our old washer worked fine but like most people that have front loaders, mildew around door was a constant issue. Clothes from this washer seemed a bit dingier but ok. However, our son who works outside in steamy NC was having to cage clothes three times a day because of odor buildup. Being a mechanical savant he asked me what really cleans the clothes in this washer. I did not have an answer. The old front loader tumbled the clothes and the top loader before that had an agitator. This one just has a big empty drum? My best guess is that it it just repeatedly soaks the clothes and spins the water out. Maybe the little tub on top is to hand wash all clothes before loading?"
